7730.00, 7424.00, 7118.00, 6812.00, 6506.00, 6200.00, 5894.00, 5588.00, 5282.00, 4976.00, 4670.00, 4364.00, 4058.00, 3752.00, 3446.00, 3140.00, 2834.00, 2528.00, 2222.00, 1916.00, 1610.00, 1485.00, 1360.00, 1235.00, 1110.00, 985.000, 916.000, 847.000, 778.000, 709.000, 640.000, 615.667, 591.333, 567.000, 542.667, 518.333, 494.000, 469.667, 445.333, 421.000, 396.667, 372.333, 348.000, 323.667, 299.333, 275.000, 266.667, 258.333, 250.000, 241.667, 233.333, 225.000, 216.667, 208.333, 200.000, 191.667, 183.333, 175.000, 166.667, 158.333, 150.000, 146.667, 143.333, 140.000, 136.667, 133.333, 130.000, 126.667, 123.333, 120.000, 116.667, 113.333, 110.000, 106.667, 103.333, 100.000
7612.00, 7311.20, 7010.40, 6709.60, 6408.80, 6108.00, 5807.20, 5506.40, 5205.60, 4904.80, 4604.00, 4303.20, 4002.40, 3701.60, 3400.80, 3100.00, 2799.20, 2498.40, 2197.60, 1896.80, 1596.00, 1472.20, 1348.40, 1224.60, 1100.80, 977.000, 909.000, 841.000, 773.000, 705.000, 637.000, 612.813, 588.627, 564.440, 540.253, 516.067, 491.880, 467.693, 443.507, 419.320, 395.133, 370.947, 346.760, 322.573, 298.387, 274.200, 265.920, 257.640, 249.360, 241.080, 232.800, 224.520, 216.240, 207.960, 199.680, 191.400, 183.120, 174.840, 166.560, 158.280, 150.000, 146.667, 143.333, 140.000, 136.667, 133.333, 130.000, 126.667, 123.333, 120.000, 116.667, 113.333, 110.000, 106.667, 103.333, 100.000
7494.00, 7198.40, 6902.80, 6607.20, 6311.60, 6016.00, 5720.40, 5424.80, 5129.20, 4833.60, 4538.00, 4242.40, 3946.80, 3651.20, 3355.60, 3060.00, 2764.40, 2468.80, 2173.20, 1877.60, 1582.00, 1459.40, 1336.80, 1214.20, 1091.60, 969.000, 902.000, 835.000, 768.000, 701.000, 634.000, 609.960, 585.920, 561.880, 537.840, 513.800, 489.760, 465.720, 441.680, 417.640, 393.600, 369.560, 345.520, 321.480, 297.440, 273.400, 265.173, 256.947, 248.720, 240.493, 232.267, 224.040, 215.813, 207.587, 199.360, 191.133, 182.907, 174.680, 166.453, 158.227, 150.000, 146.667, 143.333, 140.000, 136.667, 133.333, 130.000, 126.667, 123.333, 120.000, 116.667, 113.333, 110.000, 106.667, 103.333, 100.000
7376.00, 7085.60, 6795.20, 6504.80, 6214.40, 5924.00, 5633.60, 5343.20, 5052.80, 4762.40, 4472.00, 4181.60, 3891.20, 3600.80, 3310.40, 3020.00, 2729.60, 2439.20, 2148.80, 1858.40, 1568.00, 1446.60, 1325.20, 1203.80, 1082.40, 961.000, 895.000, 829.000, 763.000, 697.000, 631.000, 607.107, 583.213, 559.320, 535.427, 511.533, 487.640, 463.747, 439.853, 415.960, 392.067, 368.173, 344.280, 320.387, 296.493, 272.600, 264.427, 256.253, 248.080, 239.907, 231.733, 223.560, 215.387, 207.213, 199.040, 190.867, 182.693, 174.520, 166.347, 158.173, 150.000, 146.667, 143.333, 140.000, 136.667, 133.333, 130.000, 126.667, 123.333, 120.000, 116.667, 113.333, 110.000, 106.667, 103.333, 100.000
7258.00, 6972.80, 6687.60, 6402.40, 6117.20, 5832.00, 5546.80, 5261.60, 4976.40, 4691.20, 4406.00, 4120.80, 3835.60, 3550.40, 3265.20, 2980.00, 2694.80, 2409.60, 2124.40, 1839.20, 1554.00, 1433.80, 1313.60, 1193.40, 1073.20, 953.000, 888.000, 823.000, 758.000, 693.000, 628.000, 604.253, 580.507, 556.760, 533.013, 509.267, 485.520, 461.773, 438.027, 414.280, 390.533, 366.787, 343.040, 319.293, 295.547, 271.800, 263.680, 255.560, 247.440, 239.320, 231.200, 223.080, 214.960, 206.840, 198.720, 190.600, 182.480, 174.360, 166.240, 158.120, 150.000, 146.667, 143.333, 140.000, 136.667, 133.333, 130.000, 126.667, 123.333, 120.000, 116.667, 113.333, 110.000, 106.667, 103.333, 100.000
7140.00, 6860.00, 6580.00, 6300.00, 6020.00, 5740.00, 5460.00, 5180.00, 4900.00, 4620.00, 4340.00, 4060.00, 3780.00, 3500.00, 3220.00, 2940.00, 2660.00, 2380.00, 2100.00, 1820.00, 1540.00, 1421.00, 1302.00, 1183.00, 1064.00, 945.000, 881.000, 817.000, 753.000, 689.000, 625.000, 601.400, 577.800, 554.200, 530.600, 507.000, 483.400, 459.800, 436.200, 412.600, 389.000, 365.400, 341.800, 318.200, 294.600, 271.000, 262.933, 254.867, 246.800, 238.733, 230.667, 222.600, 214.533, 206.467, 198.400, 190.333, 182.267, 174.200, 166.133, 158.067, 150.000, 146.667, 143.333, 140.000, 136.667, 133.333, 130.000, 126.667, 123.333, 120.000, 116.667, 113.333, 110.000, 106.667, 103.333, 100.000
7568.00, 7253.20, 6938.40, 6623.60, 6308.80, 5994.00, 5679.20, 5364.40, 5049.60, 4734.80, 4420.00, 4105.20, 3790.40, 3475.60, 3160.80, 2846.00, 2578.00, 2310.00, 2042.00, 1774.00, 1506.00, 1390.60, 1275.20, 1159.80, 1044.40, 929.000, 866.800, 804.600, 742.400, 680.200, 618.000, 594.773, 571.547, 548.320, 525.093, 501.867, 478.640, 455.413, 432.187, 408.960, 385.733, 362.507, 339.280, 316.053, 292.827, 269.600, 261.600, 253.600, 245.600, 237.600, 229.600, 221.600, 213.600, 205.600, 197.600, 189.600, 181.600, 173.600, 165.600, 157.600, 149.600, 146.293, 142.987, 139.680, 136.373, 133.067, 129.760, 126.453, 123.147, 119.840, 116.533, 113.227, 109.920, 106.613, 103.307, 100.000
7996.00, 7646.40, 7296.80, 6947.20, 6597.60, 6248.00, 5898.40, 5548.80, 5199.20, 4849.60, 4500.00, 4150.40, 3800.80, 3451.20, 3101.60, 2752.00, 2496.00, 2240.00, 1984.00, 1728.00, 1472.00, 1360.20, 1248.40, 1136.60, 1024.80, 913.000, 852.600, 792.200, 731.800, 671.400, 611.000, 588.147, 565.293, 542.440, 519.587, 496.733, 473.880, 451.027, 428.173, 405.320, 382.467, 359.613, 336.760, 313.907, 291.053, 268.200, 260.267, 252.333, 244.400, 236.467, 228.533, 220.600, 212.667, 204.733, 196.800, 188.867, 180.933, 173.000, 165.067, 157.133, 149.200, 145.920, 142.640, 139.360, 136.080, 132.800, 129.520, 126.240, 122.960, 119.680, 116.400, 113.120, 109.840, 106.560, 103.280, 100.000
8424.00, 8039.60, 7655.20, 7270.80, 6886.40, 6502.00, 6117.60, 5733.20, 5348.80, 4964.40, 4580.00, 4195.60, 3811.20, 3426.80, 3042.40, 2658.00, 2414.00, 2170.00, 1926.00, 1682.00, 1438.00, 1329.80, 1221.60, 1113.40, 1005.20, 897.000, 838.400, 779.800, 721.200, 662.600, 604.000, 581.520, 559.040, 536.560, 514.080, 491.600, 469.120, 446.640, 424.160, 401.680, 379.200, 356.720, 334.240, 311.760, 289.280, 266.800, 258.933, 251.067, 243.200, 235.333, 227.467, 219.600, 211.733, 203.867, 196.000, 188.133, 180.267, 172.400, 164.533, 156.667, 148.800, 145.547, 142.293, 139.040, 135.787, 132.533, 129.280, 126.027, 122.773, 119.520, 116.267, 113.013, 109.760, 106.507, 103.253, 100.000
8852.00, 8432.80, 8013.60, 7594.40, 7175.20, 6756.00, 6336.80, 5917.60, 5498.40, 5079.20, 4660.00, 4240.80, 3821.60, 3402.40, 2983.20, 2564.00, 2332.00, 2100.00, 1868.00, 1636.00, 1404.00, 1299.40, 1194.80, 1090.20, 985.600, 881.000, 824.200, 767.400, 710.600, 653.800, 597.000, 574.893, 552.787, 530.680, 508.573, 486.467, 464.360, 442.253, 420.147, 398.040, 375.933, 353.827, 331.720, 309.613, 287.507, 265.400, 257.600, 249.800, 242.000, 234.200, 226.400, 218.600, 210.800, 203.000, 195.200, 187.400, 179.600, 171.800, 164.000, 156.200, 148.400, 145.173, 141.947, 138.720, 135.493, 132.267, 129.040, 125.813, 122.587, 119.360, 116.133, 112.907, 109.680, 106.453, 103.227, 100.000
